OBSID,CHAPNUM,inaudible_pct
2628,3,0.06896551724137931
2525,1,0.06521739130434782
2596,2,0.034482758620689655
2089,1,0.045454545454545456
2089,3,0.078125
2530,1,0.08333333333333333
2530,3,0.1
2530,4,0.1
2530,5,0.1
2495,3,0.0
2444,1,0.08333333333333333
2232,1,0.0
2232,5,0.07142857142857142
2232,7,0.0
2484,1,0.06329113924050633
2791,1,0.03773584905660377
2090,1,0.0
2090,2,0.0
2090,3,0.09523809523809523
2776,2,0.0
2042,1,0.030303030303030304
2042,2,0.029411764705882353
2042,3,0.06060606060606061
2738,3,0.08771929824561403
2954,1,0.043478260869565216
2954,2,0.041666666666666664
2954,3,0.0
2128,1,0.05172413793103448
2769,1,0.06666666666666667
2769,2,0.03773584905660377
2086,4,0.08
2655,1,0.024390243902439025
2655,2,0.025
2655,3,0.0
2655,4,0.0
2300,3,0.02564102564102564
2523,1,0.058823529411764705
2523,2,0.0
2523,3,0.05714285714285714
2157,1,0.03571428571428571
2157,2,0.0
2157,3,0.03571428571428571
2157,4,0.0
2452,2,0.08888888888888889
2452,3,0.020833333333333332
2452,4,0.0
2019,1,0.0
2019,2,0.0
2389,1,0.046153846153846156
2389,2,0.08064516129032258
2389,4,0.06666666666666667
2965,1,0.03571428571428571
2965,2,0.0
2965,3,0.0
2084,1,0.09090909090909091
2063,2,0.07692307692307693
2456,1,0.047619047619047616
2456,3,0.047619047619047616
2456,4,0.09523809523809523
2195,1,0.1
2765,1,0.08695652173913043
2765,2,0.08333333333333333
2765,3,0.08333333333333333
2765,4,0.0
2041,1,0.0
2041,2,0.02631578947368421
2041,3,0.0
2041,4,0.08108108108108109
2437,1,0.0625
2437,2,0.0
2437,4,0.0
2205,1,0.0
2205,2,0.015625
2205,3,0.015151515151515152
2526,4,0.08108108108108109
2855,1,0.06521739130434782
2855,2,0.06521739130434782
2855,4,0.021739130434782608
2400,1,0.0990990990990991
2220,1,0.03636363636363636
2068,1,0.043478260869565216
2068,3,0.0
2142,1,0.08695652173913043
2142,3,0.045454545454545456
2142,4,0.08695652173913043
2939,2,0.09803921568627451
2458,1,0.027777777777777776
2458,3,0.0
2458,4,0.08108108108108109
2624,1,0.06666666666666667
2624,2,0.0
2960,4,0.0425531914893617
3011,2,0.045454545454545456
2208,1,0.045454545454545456
2208,2,0.0
2208,3,0.0
2208,4,0.043478260869565216
2059,1,0.05
2059,2,0.05263157894736842
2059,3,0.047619047619047616
2134,1,0.09836065573770492
2494,1,0.019230769230769232
2494,2,0.0196078431372549
2494,3,0.057692307692307696
2494,4,0.058823529411764705
2362,1,0.030927835051546393
2362,2,0.0673076923076923
2362,3,0.06363636363636363
2362,4,0.050505050505050504
2561,3,0.038461538461538464
2987,1,0.08571428571428572
2987,4,0.030303030303030304
2727,2,0.08888888888888889
2727,4,0.0
2221,1,0.06666666666666667
2221,2,0.08888888888888889
2614,1,0.020202020202020204
2573,1,0.08333333333333333
2573,4,0.08
2696,1,0.047619047619047616
2696,2,0.075
2884,3,0.0
2832,1,0.027777777777777776
2832,5,0.037037037037037035
2263,3,0.04
2263,4,0.0
2947,1,0.0625
2947,2,0.0625
2180,3,0.0
2686,1,0.08571428571428572
2056,1,0.013513513513513514
2056,2,0.04054054054054054
2056,3,0.08108108108108109
2854,2,0.045454545454545456
2252,3,0.0
2252,4,0.020833333333333332
2602,2,0.041666666666666664
2602,3,0.08695652173913043
2602,4,0.041666666666666664
2264,1,0.05555555555555555
2264,2,0.0
2264,3,0.0
2161,1,0.030303030303030304
2161,2,0.06060606060606061
2161,3,0.037037037037037035
2092,2,0.03571428571428571
2092,3,0.05263157894736842
2092,4,0.09090909090909091
2945,1,0.016129032258064516
2945,3,0.0847457627118644
2945,4,0.019230769230769232
2929,3,0.0
2662,1,0.0625
2848,1,0.0
2848,2,0.0
2848,3,0.08333333333333333
2465,1,0.05263157894736842
2465,3,0.0
2979,1,0.07692307692307693
2528,1,0.07692307692307693
2528,3,0.07692307692307693
2062,1,0.02631578947368421
2062,2,0.0
2005,2,0.1
2160,1,0.08928571428571429
2160,2,0.03571428571428571
2050,1,0.06666666666666667
2050,2,0.04878048780487805
2087,1,0.046511627906976744
2082,1,0.07142857142857142
2082,2,0.0
3026,1,0.05714285714285714
3026,2,0.0
3026,3,0.06451612903225806
2066,1,0.07407407407407407
2540,1,0.037037037037037035
2540,2,0.0
2540,3,0.07692307692307693
2699,2,0.045454545454545456
2125,1,0.08333333333333333
2125,3,0.0
2672,4,0.058823529411764705
2722,1,0.058823529411764705
2722,4,0.05555555555555555
2197,1,0.075
2197,2,0.058823529411764705
2197,3,0.05555555555555555
2197,4,0.0
2091,1,0.0625
2091,2,0.09375
2091,3,0.03125
2091,4,0.03125
2117,1,0.041666666666666664
2117,2,0.0
2117,3,0.041666666666666664
2117,4,0.041666666666666664
3034,2,0.0
3034,3,0.038461538461538464
2524,1,0.0
2524,2,0.038461538461538464
2051,1,0.028169014084507043
2051,2,0.025974025974025976
2077,1,0.1
2957,2,0.0
2957,3,0.043478260869565216
2957,4,0.0
2165,1,0.05263157894736842
2165,2,0.02564102564102564
2165,3,0.05263157894736842
2216,3,0.07142857142857142
2918,3,0.08333333333333333
2918,4,0.08333333333333333
2187,1,0.0
2187,3,0.0
2114,1,0.07894736842105263
2114,2,0.05263157894736842
2114,3,0.02564102564102564
2589,2,0.06666666666666667
2710,3,0.0
2710,4,0.0
2792,1,0.06060606060606061
2199,2,0.027777777777777776
2700,1,0.0
2700,2,0.0
2700,3,0.0
2700,4,0.0
2022,1,0.0
2022,2,0.08333333333333333
2022,3,0.0
2014,2,0.07575757575757576
2014,3,0.07575757575757576
2438,3,0.09230769230769231
2215,1,0.06
2215,3,0.09615384615384616
2215,4,0.019230769230769232
2044,1,0.0547945205479452
2044,2,0.0
2653,1,0.0
2653,2,0.0
2158,1,0.07352941176470588
2158,2,0.031746031746031744
2512,1,0.0392156862745098
2512,2,0.06896551724137931
2512,3,0.06521739130434782
2958,4,0.0625
2147,3,0.0
2380,1,0.05
2380,2,0.0
2380,3,0.05555555555555555
2380,4,0.1
2370,1,0.05
2370,2,0.03333333333333333
2370,3,0.046153846153846156
2588,4,0.043478260869565216
2115,1,0.0
2115,3,0.03333333333333333
2168,4,0.08
2149,3,0.0
2374,1,0.08064516129032258
2374,2,0.0
2374,3,0.038461538461538464
2374,4,0.037037037037037035
2374,5,0.08928571428571429
2720,1,0.022222222222222223
2720,2,0.0
2720,3,0.06818181818181818
2006,1,0.05555555555555555
2006,2,0.0
2006,3,0.0
2755,3,0.07142857142857142
2007,2,0.0
2144,1,0.1
2144,2,0.0
2621,1,0.06666666666666667
2621,2,0.06896551724137931
2621,3,0.1
2621,4,0.034482758620689655
2680,1,0.018518518518518517
2680,2,0.05555555555555555
2680,3,0.07407407407407407
2133,1,0.057971014492753624
2133,2,0.04054054054054054
2133,3,0.02702702702702703
2133,4,0.02666666666666667
2253,2,0.08
2253,3,0.0
2674,1,0.1
2967,1,0.045454545454545456
2853,3,0.07692307692307693
2598,1,0.0
2598,2,0.047619047619047616
2598,3,0.047619047619047616
2598,4,0.045454545454545456
2940,1,0.0851063829787234
2109,1,0.07692307692307693
2963,1,0.038461538461538464
2963,2,0.018518518518518517
2963,3,0.019230769230769232
2786,1,0.043478260869565216
2786,2,0.0851063829787234
2448,1,0.02857142857142857
2448,2,0.0
2448,3,0.05555555555555555
2448,4,0.0
2923,1,0.0
2923,2,0.06666666666666667
2260,2,0.075
2140,1,0.02564102564102564
2511,1,0.041237113402061855
2511,2,0.0851063829787234
2511,3,0.03296703296703297
2511,4,0.023255813953488372
2150,2,0.07142857142857142
2150,3,0.08571428571428572
2150,4,0.041666666666666664
3021,1,0.0
3021,2,0.047619047619047616
2276,2,0.09523809523809523
2931,3,0.08571428571428572
2931,4,0.05714285714285714
2518,1,0.02702702702702703
2518,4,0.05405405405405406
2015,2,0.07407407407407407
2101,3,0.058823529411764705
2781,3,0.07317073170731707
2698,3,0.1
2486,4,0.0
2445,1,0.038461538461538464
2445,2,0.038461538461538464
2445,3,0.0
2361,1,0.023952095808383235
2361,2,0.023121387283236993
2361,3,0.09045226130653267
2361,4,0.09090909090909091
2273,1,0.08108108108108109
2273,2,0.02564102564102564
2273,3,0.08108108108108109
2466,1,0.03225806451612903
2466,2,0.017241379310344827
2466,3,0.04838709677419355
2466,4,0.08333333333333333
2466,6,0.05084745762711865
2487,1,0.09090909090909091
2487,4,0.0
2099,1,0.08695652173913043
2831,1,0.0
2831,2,0.0
2831,3,0.058823529411764705
2088,1,0.029411764705882353
2088,2,0.05714285714285714
2088,3,0.058823529411764705
2671,3,0.1
2098,2,0.030303030303030304
2098,3,0.058823529411764705
2126,1,0.0
2126,2,0.03333333333333333
2126,3,0.03333333333333333
2126,4,0.0
2177,1,0.06666666666666667
2177,2,0.06451612903225806
2177,3,0.0625
2737,2,0.0
2737,3,0.0
2645,3,0.05555555555555555
2645,4,0.05555555555555555
2956,1,0.0
2956,2,0.05263157894736842
3025,1,0.0
3025,2,0.0
3025,3,0.043478260869565216
2148,3,0.06896551724137931
2045,1,0.08695652173913043
2045,2,0.08333333333333333
2045,3,0.08
2045,4,0.043478260869565216
2146,3,0.0847457627118644
2568,1,0.06944444444444445
2568,2,0.0821917808219178
2568,3,0.04054054054054054
2196,1,0.0625
2690,1,0.058823529411764705
2046,1,0.0
2046,2,0.05128205128205128
2046,3,0.0
2081,1,0.022222222222222223
2081,2,0.021739130434782608
2081,3,0.0
2081,4,0.08695652173913043
2203,1,0.038461538461538464
2203,2,0.1
2203,3,0.041666666666666664
2527,1,0.038461538461538464
2714,1,0.0
2714,2,0.0
2110,3,0.056818181818181816
2711,1,0.09433962264150944
2711,2,0.07407407407407407
2711,3,0.07407407407407407
2237,1,0.09090909090909091
2237,2,0.09523809523809523
2237,3,0.0
2237,4,0.047619047619047616
2522,3,0.07142857142857142
2919,1,0.05
2450,1,0.0
2450,2,0.0
2450,3,0.0
2450,4,0.07692307692307693
2235,1,0.029411764705882353
2235,2,0.030303030303030304
2235,3,0.046875
2386,1,0.0
2386,2,0.04878048780487805
2386,3,0.0975609756097561
2459,1,0.02
2459,2,0.0
2459,4,0.0
2492,1,0.08163265306122448
2492,3,0.041666666666666664
2492,4,0.08333333333333333
2069,1,0.0
2069,2,0.0
2069,4,0.0
2850,2,0.1
2850,4,0.03333333333333333
2021,1,0.0
2021,2,0.0
2021,3,0.05
2475,1,0.05714285714285714
2234,1,0.0
2234,2,0.09090909090909091
2234,3,0.0
2234,4,0.0
2162,1,0.047619047619047616
2162,2,0.09523809523809523
2162,4,0.047619047619047616
2207,1,0.05405405405405406
2207,2,0.0
2207,3,0.05263157894736842
2207,4,0.07692307692307693
2460,1,0.07042253521126761
2449,1,0.05172413793103448
2449,2,0.017543859649122806
2449,3,0.0
2951,1,0.09523809523809523
2951,2,0.0
2951,3,0.047619047619047616
2038,1,0.04838709677419355
2038,2,0.08333333333333333
2038,3,0.046875
2061,1,0.08333333333333333
2648,1,0.05263157894736842
2648,2,0.0
2648,3,0.05555555555555555
2648,4,0.05555555555555555
2648,5,0.058823529411764705
2121,1,0.03333333333333333
2121,2,0.0
2121,3,0.09375
2233,1,0.0
2233,2,0.0392156862745098
2111,1,0.075
2111,2,0.02857142857142857
2937,4,0.1
2135,1,0.0
2135,2,0.07142857142857142
2135,3,0.07142857142857142
2135,4,0.07692307692307693
2677,5,0.08333333333333333
2141,1,0.047619047619047616
2141,2,0.016129032258064516
2094,1,0.09523809523809523
2817,1,0.03225806451612903
2817,2,0.09375
2010,3,0.02857142857142857
2010,4,0.0
2623,1,0.024390243902439025
2623,2,0.07317073170731707
2623,3,0.045454545454545456
2070,1,0.04201680672268908
2070,2,0.059322033898305086
2516,1,0.029411764705882353
2516,2,0.0
2516,3,0.05555555555555555
2516,4,0.0625
2222,1,0.0
2222,2,0.0
2222,3,0.045454545454545456
2222,4,0.045454545454545456
2379,1,0.0
2379,2,0.0
2379,3,0.0
2379,4,0.0
2120,1,0.07407407407407407
2120,2,0.0
2120,3,0.038461538461538464
2120,4,0.0
2025,3,0.07692307692307693
2052,2,0.020833333333333332
2052,3,0.06976744186046512
2461,1,0.05
2132,1,0.047619047619047616
2921,1,0.06976744186046512
2921,2,0.047619047619047616
2921,3,0.0
2039,1,0.0
2039,2,0.014285714285714285
