OBSID,CHAPNUM,inaudible_pct
2922,3,0.07142857142857142
2922,4,0.06666666666666667
2922,6,0.0
951,1,0.05555555555555555
951,2,0.08108108108108109
951,4,0.05555555555555555
2179,1,0.0
2179,6,0.09090909090909091
2614,1,0.0
2614,2,0.03571428571428571
4360,1,0.09090909090909091
4360,4,0.045454545454545456
4360,8,0.09523809523809523
63,1,0.047619047619047616
843,2,0.07692307692307693
238,1,0.0
238,2,0.03333333333333333
238,3,0.03225806451612903
238,7,0.06451612903225806
238,8,0.0967741935483871
852,2,0.09090909090909091
852,3,0.05
852,6,0.05555555555555555
2948,1,0.0
2948,3,0.0
2948,4,0.0
2948,5,0.0
2948,8,0.0
36,1,0.041666666666666664
36,2,0.0
36,5,0.041666666666666664
737,6,0.04878048780487805
2129,5,0.1
4355,1,0.0
4355,2,0.0
4355,3,0.0
4355,5,0.0
4355,6,0.0
4695,2,0.0
4695,6,0.09090909090909091
4695,8,0.0
4736,2,0.09090909090909091
4736,7,0.09090909090909091
4736,8,0.0
740,2,0.046511627906976744
1046,5,0.021739130434782608
1046,6,0.041666666666666664
2124,3,0.058823529411764705
2124,4,0.0
2124,5,0.058823529411764705
2124,6,0.05555555555555555
2124,7,0.058823529411764705
2124,8,0.05263157894736842
2796,1,0.0
2796,2,0.0
2796,3,0.0
2796,4,0.0
2796,5,0.0
2796,6,0.0
2796,7,0.0
4361,3,0.0
4361,5,0.058823529411764705
4361,6,0.0
4361,7,0.058823529411764705
4696,1,0.0
4696,4,0.0
4696,6,0.0
551,1,0.05
603,2,0.1
603,3,0.09090909090909091
603,4,0.1
4342,1,0.06666666666666667
4342,2,0.047619047619047616
4342,6,0.0
4342,7,0.0
4342,8,0.0625
65,5,0.08695652173913043
65,6,0.047619047619047616
765,5,0.08
765,7,0.04
765,8,0.08
969,1,0.07407407407407407
969,3,0.07407407407407407
969,8,0.04
2150,2,0.058823529411764705
2150,3,0.058823529411764705
2150,4,0.08333333333333333
2150,5,0.02631578947368421
2150,7,0.0
2150,8,0.08333333333333333
319,4,0.0
319,7,0.06666666666666667
319,8,0.0
987,6,0.09090909090909091
987,8,0.09090909090909091
1049,5,0.08333333333333333
2172,1,0.05555555555555555
2172,2,0.05555555555555555
2172,3,0.0
2172,4,0.0
2172,5,0.0
2172,6,0.0
2172,7,0.0
2692,4,0.09375
2692,5,0.06451612903225806
64,8,0.07407407407407407
743,2,0.07142857142857142
743,3,0.0
743,4,0.07692307692307693
743,6,0.05405405405405406
743,7,0.1
2151,1,0.058823529411764705
2841,4,0.05
2841,5,0.05263157894736842
2923,1,0.0
2923,2,0.0
2923,3,0.0
2923,6,0.0
683,1,0.08695652173913043
683,2,0.09090909090909091
683,7,0.043478260869565216
1042,3,0.023255813953488372
1042,4,0.07142857142857142
2108,5,0.047619047619047616
2108,9,0.045454545454545456
470,7,0.046511627906976744
470,8,0.1
988,1,0.0
988,2,0.0
988,3,0.0
988,4,0.0
988,5,0.0
988,6,0.07692307692307693
988,7,0.024390243902439025
988,8,0.0
2400,1,0.08928571428571429
2511,1,0.0784313725490196
2511,2,0.03278688524590164
2511,3,0.05555555555555555
2511,4,0.058823529411764705
2511,5,0.03773584905660377
2511,6,0.037037037037037035
2511,7,0.022222222222222223
2945,1,0.0
2945,2,0.03125
2945,4,0.07142857142857142
2945,5,0.03333333333333333
2945,7,0.0
2945,8,0.037037037037037035
487,5,0.038461538461538464
639,5,0.08064516129032258
850,3,0.0
2476,2,0.07407407407407407
2476,5,0.0
2921,1,0.09090909090909091
2921,2,0.047619047619047616
2921,3,0.047619047619047616
2921,4,0.047619047619047616
2921,5,0.0
2921,6,0.0
2921,8,0.09090909090909091
4358,1,0.05263157894736842
4358,2,0.09523809523809523
4358,3,0.0
4358,4,0.0
4358,5,0.0
4358,6,0.1
4550,1,0.0
4550,2,0.0
4550,3,0.0
4550,4,0.0
4550,5,0.0
4550,6,0.0
4550,7,0.0
4550,8,0.0
516,5,0.08108108108108109
933,2,0.05
933,4,0.05
933,5,0.09523809523809523
2103,1,0.08333333333333333
2103,5,0.07692307692307693
2103,6,0.07142857142857142
2478,3,0.0
2933,1,0.0
2933,6,0.08333333333333333
2933,7,0.0
4362,1,0.0
4362,2,0.0
